psp_reference,merchant,card_scheme,year,hour_of_day,minute_of_hour,day_of_year,is_credit,eur_amount,ip_country,issuing_country,device_type,ip_address,email_address,card_number,shopper_interaction,card_bin,has_fraudulent_dispute,is_refused_by_adyen,aci,acquirer_country
13109067436,Crossfit_Hanna,TransactPlus,2023,4,42,117,True,209.28,NL,NL,Windows,p7NG1g0MAIXbg4102ZxRlg,sO26bxDkjU-54dVbhjldbA,7-Z7jevGCwIqGqZWj-yhOg,Ecommerce,4133,False,False,D,NL
27563824483,Golfclub_Baron_Friso,GlobalCard,2023,13,45,211,False,73.1,FR,FR,MacOS,G1YI-YQXH_xSUQg4X8QPdQ,IV4UH_x967aUARhLNEiZPA,QceiUrmlxzJSMpTpfrqNcQ,Ecommerce,4622,False,False,F,IT
11441093271,Belles_cookbook_store,NexPay,2023,18,44,94,True,140.33,BE,BE,iOS,EzhnQILjqHcYrsm_RYKCkg,NTSJJyGvdWRD7i_2Qlr21A,QU2tMz-3yM7U1dfGCIRtog,POS,4645,False,False,C,US
68618046935,Martinis_Fine_Steakhouse,GlobalCard,2023,17,41,240,True,301.72,FR,FR,Other,,02PgKiU5EJxgD48fF7mZtQ,7fS4TohwuhJTDuSs2u6zag,Ecommerce,4556,True,False,G,FR
58063899304,Rafa_AI,TransactPlus,2023,13,46,120,True,84.18,NL,NL,iOS,,a-phTQ09vNq0a5hgIzrZsw,L_2U9tyaP0mqeGdQ_8BAqg,Ecommerce,4017,False,False,E,NL
42312064608,Golfclub_Baron_Friso,NexPay,2023,6,48,298,False,118.64,BE,BE,Linux,EKFmK6Fzec9_9-FyXXc1_w,UfJ5naKrutbWmRVBHCpgKg,ITYEskY_4epxSA39iLSvZg,Ecommerce,4556,False,False,F,IT
33952203999,Martinis_Fine_Steakhouse,TransactPlus,2023,17,24,163,False,32.82,NL,NL,Other,rEnQkO0Eh0wq0i9mfUHbYw,,_EMJRcvEfOTmYQp2cGctHg,POS,4236,False,False,A,FR
10338457978,Golfclub_Baron_Friso,NexPay,2023,18,44,329,True,120.48,IT,FR,Other,,FkYKR9Qc9LB07vjnAbjy9w,k18MJSg3yCQEXNCTN_2Rbg,POS,4916,False,False,C,IT
10990898861,Crossfit_Hanna,NexPay,2023,17,3,113,True,90.88,IT,IT,Android,GqVoyM4Rov6YCTsUWXYOSQ,4dHpAfgogTbMu3uAvRjSOQ,3ryCT0NiWezVmlpzurpOjA,Ecommerce,4802,False,False,D,NL
87045714145,Rafa_AI,GlobalCard,2023,13,30,77,True,37.86,BE,BE,iOS,CMDFKE_MUytdmFOAYJLtdA,,Y2rfWbk1Q8aEU1qfEQ-oww,Ecommerce,4556,False,False,E,NL
23913861684,Rafa_AI,NexPay,2023,2,5,51,False,26.06,IT,IT,MacOS,5WjY0JwVy0wepuFrMUpGFA,B8c3ODQcMKcNcb3AlFk0dA,YCwauXXVW30iYXRI3uyIJQ,Ecommerce,4916,False,False,E,NL
70889235338,Rafa_AI,NexPay,2023,9,6,310,False,53.61,ES,ES,MacOS,x8bA2ufA41xK4jX-OF9yiw,,CJsfsDn6Chi8dcmFnC_ykA,Ecommerce,4916,False,False,E,NL
86309192153,Belles_cookbook_store,GlobalCard,2023,14,13,319,False,71.06,FR,FR,MacOS,tre2wlCfbhthfKSdbN8ckA,-s6cU0syWJVEYrRXMU28Kg,XRyt7DD4pfxoqJ3cfmN_yw,Ecommerce,4916,False,False,F,US
25758714438,Crossfit_Hanna,GlobalCard,2023,15,32,78,False,280.74,SE,SE,MacOS,U32eQVma4fu4--L-9hIrkA,LCHtXHX2YCyK9AJymewI1A,E8cbdDK90ZLdHvk7EqnrCg,Ecommerce,4802,False,False,F,NL
63627896845,Belles_cookbook_store,NexPay,2023,23,17,189,True,31.86,SE,BE,Windows,,YgdXrhl85b5o39vcpEsghw,fM2F835Z8lSVmyxYU3OWOg,Ecommerce,4920,True,False,G,US
82540440050,Crossfit_Hanna,TransactPlus,2023,19,44,123,False,119.45,SE,SE,MacOS,3ftUvYNUJwLjaFKH2UlzFA,jDvvYa1UZAhbSLF_7nE5DA,krTZyxueb4iJvtbjqNUNoA,Ecommerce,4017,False,False,F,NL
38538884308,Rafa_AI,NexPay,2023,10,38,232,True,51.55,IT,IT,Other,9ovReXqIzNXRbtWsaoR63w,INErzpciH5zPUg6s-rqXRw,iJxgxrLtpBwznYDxK9GpLQ,POS,4916,False,False,A,NL
34562022451,Golfclub_Baron_Friso,GlobalCard,2023,12,43,170,True,147.82,IT,IT,Linux,hoIGg8I0THhnGqN383Oipw,WWS8zc2Sfd4UNVRtN050rQ,zv6IKHQQsOml9XW6n-2alw,Ecommerce,4526,False,False,D,IT
65925998779,Crossfit_Hanna,NexPay,2023,20,9,207,False,244.37,NL,NL,Windows,A-Bsd4m3pLNlDvJc-t5fJg,nfXiZaQnrtazNTavV5EaMA,HVBkAyGiAKo20hfz0C4ZPg,Ecommerce,4622,False,False,F,NL
81816652559,Belles_cookbook_store,SwiftCharge,2023,8,22,142,True,142.56,IT,IT,Windows,,IPD8sfeYLXlf9HFxdlxUyA,hamET2WYNuUdoqAwwbA9RQ,Ecommerce,4556,False,False,D,US
58266142857,Golfclub_Baron_Friso,GlobalCard,2023,14,2,278,True,45.18,BE,SE,Other,bfPVro6tRpAftSR69sNIiA,2e4Pb3qRHanLIKwsWIkjGQ,UYtj3E40mNjgZMERm3gCIA,Ecommerce,4556,False,False,D,IT
16376141752,Rafa_AI,NexPay,2023,19,53,224,False,64.19,BE,GR,MacOS,BOtY8OI6Hzcv8bj8amrNYA,hQZWNBIwaBg4YO3X6DvTPA,3nQ1buePUEh6H3SPzjA3sg,Ecommerce,4526,False,False,E,NL
26899849995,Belles_cookbook_store,GlobalCard,2023,16,59,37,True,100.21,IT,IT,Android,a9rzQsoajVh4nJE8YDa9PA,uBFTrxEw-kGpyhby-MTQnA,FFiKZdOCy_sol2wxYYqRhw,POS,4916,False,False,C,US
29227207093,Golfclub_Baron_Friso,NexPay,2023,15,3,94,True,33.2,FR,FR,Android,rm2eqSXtBcTL5T1sNrt33g,a-8Zye1NHgqDNsAZWBowrg,ioO_oyhbkI3PDMNpLlYw3Q,Ecommerce,4916,False,False,G,IT
58031276636,Martinis_Fine_Steakhouse,GlobalCard,2023,18,15,309,True,44.96,FR,SE,MacOS,bLFyOE9Vk6WeZSzo2JiZDw,I-Nd1U4mIYCGB_2JW9S1xA,983O-_FaaLtL-t1bmStoYg,Ecommerce,4571,False,False,F,FR
80600325472,Martinis_Fine_Steakhouse,TransactPlus,2023,8,24,260,False,52.7,FR,FR,Other,UHn9TOP_JnCCLIKmcropOA,ayw0cOjubyMoX8Ii1sUSSA,aiH9tfOPIY3vsBWsBVHzbw,Ecommerce,4017,False,False,F,FR
61880970123,Rafa_AI,NexPay,2023,19,21,111,True,70.39,FR,FR,Android,yhYEAuqRB2b3jUjQlF5e4g,O43Z2nMB_Akpw7sscgnxzQ,s4NqdJJZjBKNVlZqYXScRQ,POS,4645,False,False,C,NL
73126567613,Rafa_AI,GlobalCard,2023,20,49,285,True,56.21,BE,BE,Android,HpbUnD5ZBskRT8FLevrNDA,oK5qt22ryvhqRo19VYO4jw,0AT4e3lejTWJfAra613PJQ,Ecommerce,4556,False,False,E,NL
34788753467,Rafa_AI,GlobalCard,2023,13,4,21,True,66.73,NL,NL,Other,oDzxpAIdz-_E5rrdY2tLSg,3ph-1BuAeeIiGSX9b8ghSA,LTCwQ1w_cJeAwI2H3PMT-g,Ecommerce,4645,True,False,G,NL
18193117832,Golfclub_Baron_Friso,GlobalCard,2023,12,29,95,True,19.12,ES,ES,Android,,At1dFFf1td-TOnw0AaCPsA,6c2vvFQCO28IaSAZoratiA,Ecommerce,4556,True,False,G,IT
76983250835,Crossfit_Hanna,GlobalCard,2023,14,30,210,True,30.62,IT,IT,Windows,GB71RPvrO6BXEUeDsC4VTw,ZDl3DhJa51sKm1mwxlT5nw,jT_fVWpou6_94mfo_WbNvA,Ecommerce,4645,False,False,D,NL
60534247503,Crossfit_Hanna,NexPay,2023,12,13,264,True,195.8,IT,IT,Linux,Tlbx3jIVkGAO5td6H6KICA,dZJ7TacT-9_aq44hhiLUEw,UyORIH9aEmDLASwESJzewQ,Ecommerce,4916,False,False,D,NL
34922844568,Crossfit_Hanna,NexPay,2023,19,9,65,True,141.79,SE,NL,MacOS,lf_SUAYCbfTWIXBO_JqK4A,XU0AMEAQnUKaVCDj47djeQ,XMVyWKczxFvS50hX-FfTLQ,Ecommerce,4916,True,False,G,NL
16711044830,Rafa_AI,NexPay,2023,16,54,335,True,88.28,IT,IT,Android,hrxZ7kAb4S5z-jYFL8EE6w,6JH8kf1Hq0Sm3PAQIrdOEQ,QhfOONok-r47sce5X6X66A,POS,4556,False,False,C,NL
16938652663,Rafa_AI,SwiftCharge,2023,19,44,301,True,46.07,ES,FR,iOS,oto2YQsuXKgWlx29HCsAJw,JUw3wdnixAMhOZvcABDzPg,lIZh7UqQ7j8BKQieGyj0EQ,Ecommerce,4532,False,True,G,NL
40910806738,Crossfit_Hanna,GlobalCard,2023,14,52,197,False,49.3,SE,SE,Other,JCbGLrPH9ubK31W5CStMrg,f3J0vrbs4nNhA-kTqn5hqg,IkI2tzb-DUeyNTg_7YluTw,Ecommerce,4622,False,False,F,NL
32764852930,Crossfit_Hanna,NexPay,2023,19,1,79,True,50.72,BE,FR,Linux,xhphJf7ZhhslIxGJTJDLQw,JDpZ_z4sVX7NY6MEXgnvvA,4o8FiT2P7XfwVEOXJAY8YQ,Ecommerce,4916,False,False,D,NL
79859913139,Golfclub_Baron_Friso,GlobalCard,2023,17,20,223,False,236.46,FR,FR,Android,LtcGlqLY3qvkCArChvBkcA,HGFmSRuhq25JaUbnm-okOQ,HLkhKH-Mtx0X2kILSu1SKw,Ecommerce,4556,False,False,F,IT
16395543811,Belles_cookbook_store,TransactPlus,2023,15,58,285,False,75.27,BE,BE,iOS,mUbUtQ_sNQCVnYAj1_D2Dg,oYLPktDRpx4yolONxn_LZA,cMcqogAv4pWJ12YBFp2qaw,Ecommerce,4916,False,False,F,US
74622858531,Martinis_Fine_Steakhouse,NexPay,2023,21,12,182,True,13.15,SE,SE,MacOS,x_mxtTGB7ihHmJHSgCghLw,uRcFQQLT_epOpFU2jwsHlA,cNbA6GFOt-p1HECLvXRv8w,Ecommerce,4571,False,False,D,FR
72053745153,Martinis_Fine_Steakhouse,NexPay,2023,16,42,12,False,23.4,LU,LU,Android,XPVmOCYRO0QPLrQEIaor4A,S_dADvpYPGGYmsC33s8VNQ,atPurAoMd3fETKoVCJXI5g,Ecommerce,4532,False,False,F,FR
78400137476,Rafa_AI,SwiftCharge,2023,12,53,27,True,21.2,BE,BE,Other,yeXauezihB1OpE3jFi3znw,PueO-Pmm8PZyQrSifVjsIQ,h3OggnLa98marOXXBK-puw,Ecommerce,4133,False,True,G,NL
52231961536,Golfclub_Baron_Friso,TransactPlus,2023,13,21,311,False,82.36,IT,IT,MacOS,MoHK_F9ATqJ7kTVvjMHLZQ,Cv3nCJQNgA5_mIuGk6z33w,QUVxvQDJsB0LuFldMHEgCw,Ecommerce,4556,False,True,G,IT
61895803744,Crossfit_Hanna,GlobalCard,2023,18,50,233,True,171.28,NL,NL,Other,ETecoHOZYdQskydFr9bW0w,hPoD__72HWNaOu3P6qz2lA,NcdYFUgdUYyUtsDYBSKjMg,POS,4916,False,False,A,NL
83893408859,Martinis_Fine_Steakhouse,TransactPlus,2023,18,0,166,True,48.32,NL,NL,Other,xZ6PtfQCWkmNgvw9FbN3Dg,NDXazPwh9qbK-oHTZQVOJQ,1mxXpZMNAbiDj4P3dCF9VA,POS,4916,False,False,A,FR
22758881097,Crossfit_Hanna,TransactPlus,2023,18,33,343,False,27.7,IT,IT,Windows,QogXgKOC5tyOzlPtUncMEA,-osY4FjnWPS6idjcX2WdxQ,YEs5Dk5ULhuaalaYmfb2mg,Ecommerce,4236,False,False,F,NL
73907450843,Rafa_AI,NexPay,2023,5,21,331,True,110.22,IT,NL,Android,F6oZ1PNHo_RbqbbJ1MXH9A,ZM_YH-zfTv5B9aMJC4cKCQ,A7eznhJI7R55xnMN9m8VeA,Ecommerce,4622,True,False,G,NL
76321238170,Crossfit_Hanna,GlobalCard,2023,17,0,67,True,51.56,BE,BE,Other,PAtvbeTe0oHf8ysSco6KaA,fqlyoCC53Iy67slXRJjK5g,cHjhBEM2p_FSh4oDIJjazQ,Ecommerce,4532,False,False,D,NL
85651468388,Crossfit_Hanna,NexPay,2023,14,8,178,True,328.54,NL,NL,Android,NXW77LjOct4AaxofWJWX5g,GKjtq5LbziHp96-1KBRpiA,NcmBJ-so2umpsB71joarCA,Ecommerce,4556,False,False,D,NL
39294993442,Crossfit_Hanna,NexPay,2023,18,37,223,True,26.94,BE,BE,Other,,VcsM5FN1uSGysBk30W9DeA,DcuN0aHb2oR0dX0rjrCKlg,Ecommerce,4916,False,False,D,NL
75173557255,Belles_cookbook_store,NexPay,2023,4,7,261,True,31.17,ES,ES,MacOS,6wdbAjsN3OdRsu3IkF3fXA,,XxOuR7jqc5hg-w-sI6uWbA,Ecommerce,4556,False,False,D,US
81708557378,Golfclub_Baron_Friso,GlobalCard,2023,15,11,29,True,48.47,NL,NL,Windows,rj1RzaNIcLFN8WoJjp6ufQ,aZz4qOXEfpRzzONOTn067A,UPecWCgvwnfhKU_f2o1nOQ,Ecommerce,4622,False,False,D,IT
22710070588,Crossfit_Hanna,GlobalCard,2023,13,47,291,True,63.61,BE,BE,Android,ILJVC-q42405iYSSXfErjQ,OpqtGgQXbweMY1186ayDwA,y7nB4jEcHk9Zgxg28XyFNA,Ecommerce,4571,False,False,D,NL
72878600545,Crossfit_Hanna,GlobalCard,2023,19,9,19,True,55.49,SE,SE,MacOS,FTzY1vy3jzUARqK5n_wpwA,3T31kP2xWOau9md5A6_vKw,jF653kof0LRlipRcGnjqBg,Ecommerce,4556,False,False,D,NL
25810359438,Crossfit_Hanna,NexPay,2023,9,9,217,True,34.47,LU,LU,iOS,O0aYG3SLEsWqQ4VfsJ-48A,J5ru4Lui8uMKl82zG6OMnw,1LCX15U4Xm0ax5wCFDBEBg,Ecommerce,4920,False,False,D,NL
85217906953,Rafa_AI,TransactPlus,2023,12,5,91,True,179.27,BE,NL,Other,3d__YZQZvEi9_bsPCOJDiw,IqB9S_oxkgcnAeQWvcCY0Q,y1IJFa04WBinLcpWbe9vgw,Ecommerce,4556,True,False,G,NL
14440200564,Golfclub_Baron_Friso,GlobalCard,2023,16,26,250,True,9.68,BE,BE,Windows,pSqAv6Pwpvc4hWBhSUNTnw,IAW0D1IVZSJSr7vIbLPWXg,NEnwupTsmbDU6Jmm0QNq6Q,Ecommerce,4532,True,False,G,IT
76059120927,Crossfit_Hanna,SwiftCharge,2023,14,10,88,False,21.83,IT,IT,MacOS,jlGGgsV6uoZNtWFlTuiRzg,mjogH5OKcMs6W0gHuukMKg,FcZI_A1wFkkvCHCoSF8maQ,Ecommerce,4571,False,False,F,NL
81407991999,Golfclub_Baron_Friso,NexPay,2023,15,5,130,False,45.26,SE,SE,iOS,qymd-sknCYpPj2UWCjDwDA,KaxbLZpiymbki4znjfftZg,pTxZvoNcnkR3yyZFK7JxVg,Ecommerce,4556,False,False,F,IT
64257353996,Rafa_AI,NexPay,2023,22,37,146,True,60.59,BE,BE,Windows,5LPk4mtc-_qEbhoS5DuXyg,rFUiqi0fgt15ex2WLZ8B_Q,Z-HPXCcxjdyrde4MD1XpwA,Ecommerce,4916,False,False,E,NL
69753929320,Belles_cookbook_store,NexPay,2023,23,23,6,True,61.28,ES,SE,Android,bJKMQp2mCegh3UNJRdAnHQ,LPhi11-5uZ49zv2zzF37-w,2ycla3Za7hpZkwTaOAsZLg,Ecommerce,4556,False,False,D,US
34844183874,Rafa_AI,NexPay,2023,6,15,132,True,73.69,FR,FR,Linux,m0mGApxvSqQa5kVB1HWVmQ,efb7EzVoyze9K0kPZS8-2w,AvQrxezb3hRA0LjRvyxFAw,Ecommerce,4556,False,False,E,NL
29159352977,Golfclub_Baron_Friso,GlobalCard,2023,16,54,217,True,103.07,SE,IT,Windows,,Zhgi7kBihe3IzDbZscANGA,oIQAvsEYf5PFv0iQczI1bA,Ecommerce,4645,False,False,D,IT
79262358201,Crossfit_Hanna,GlobalCard,2023,14,30,33,False,59.08,NL,NL,MacOS,-XFBwMi6ebey_8Mg89JWlg,mvo4oRUyzzkhDr7SJ_V67g,CPBVcUXTNFdmAQWZUpFaTA,Ecommerce,4920,False,False,F,NL
54944171435,Rafa_AI,GlobalCard,2023,20,16,285,True,17.57,BE,BE,iOS,c4qVrcY0V6oQONmO63-R6g,,kMJVB3FXLIvw-crzWUUUew,Ecommerce,4916,False,False,E,NL
15401995969,Martinis_Fine_Steakhouse,NexPay,2023,8,21,228,True,150.75,NL,NL,MacOS,vCyqHkoknyOc2KJGj40GMQ,6aeSgCwgkcMlVm3G_18zTw,HI2UdrFXt3pP2Dp6UOWBww,Ecommerce,4526,False,False,G,FR
26271834829,Golfclub_Baron_Friso,NexPay,2023,18,36,233,True,91.9,NL,NL,Android,qM1ge0jTalE4Tl0cPySQ7g,VbMddHPt0jNeLAcPQh1JiQ,DXACNZ6kH5xe96M9AKtf7Q,Ecommerce,4891,False,False,F,IT
78022699594,Martinis_Fine_Steakhouse,NexPay,2023,15,51,195,False,83.53,FR,FR,iOS,,Z-wEG5Px-7SJwzHKWBObLg,3v2ctbSam3tjaQwV5j3wrg,Ecommerce,4571,False,False,F,FR
28870405207,Golfclub_Baron_Friso,NexPay,2023,4,16,44,True,48.95,LU,LU,iOS,4VKOjNCEDZK9wtiNV6kNZA,qcFG4lrwr3GIfv982omEmg,_i2ubQ9_7pcD1wcS2N5KwQ,Ecommerce,4916,False,False,D,IT
54081707597,Rafa_AI,GlobalCard,2023,13,17,187,False,22.84,IT,IT,Other,CFpGJSkx7y6Tk5HA06FlGg,edHrdfgFlURRVEqDLeSiRw,bdi-CsXq6LknWkK9YeSaLw,Ecommerce,4916,False,False,E,NL
40659575538,Belles_cookbook_store,NexPay,2023,14,34,276,True,104.32,IT,IT,MacOS,8VwpzUWB11KL9pixptjQLQ,SDJ5C4hbjy_WVM54CvqGDQ,dTBd1DG0RK4FkBlumHSMfw,Ecommerce,4891,True,False,G,US
26901349641,Martinis_Fine_Steakhouse,GlobalCard,2023,22,15,309,True,64.67,BE,BE,Android,,IbK0ldDBqPMZd29IQz3NvQ,o4Fmu2gr3OTtHbfVLcRu6A,Ecommerce,4916,False,False,D,FR
72507199968,Golfclub_Baron_Friso,GlobalCard,2023,2,15,314,False,123.67,NL,NL,MacOS,ZsesUqYJZygfcTIIqxijxA,1aOcAyiaE7vFBylH3y4ZXg,aczMRofmPMt3BPl6oHDIuw,Ecommerce,4645,False,False,D,IT
36266239886,Crossfit_Hanna,SwiftCharge,2023,4,42,355,False,5.12,IT,IT,Other,wssbVGHBWUtqelAnPZUK8w,,FHxn9JtdOJoISrOv36jKAQ,POS,4645,False,False,A,NL
40428665115,Rafa_AI,NexPay,2023,0,14,276,False,100.68,NL,NL,iOS,,Fmff_7zehZjgup96TJIMhQ,Zp023g1ZigHy8ROSzaX68g,Ecommerce,4916,False,False,E,NL
24745235282,Belles_cookbook_store,TransactPlus,2023,22,48,288,True,39.83,SE,SE,Linux,yJRiaG8r1sic03OR0pWfCw,0uTMX9HTRyxnXzwGOpHMxg,B1Wx1ZXvUVzQYhm42QFxDw,Ecommerce,4802,False,False,D,US
58402095256,Rafa_AI,TransactPlus,2023,15,57,162,False,134.83,SE,GR,Other,,xb2fg5ua8WnP2GbKW9cJww,_cw1RJcSHfjwWTumoPItyA,Ecommerce,4526,False,True,G,NL
40505831842,Golfclub_Baron_Friso,SwiftCharge,2023,11,14,112,True,220.28,NL,IT,Linux,6YvtjxuXcuotBxt10-S6Yw,iM88FASkPoDNd3QfoK1ZfQ,Z-ljzJ8L12rBW_poitF0IA,Ecommerce,4916,False,False,G,IT
31262311193,Crossfit_Hanna,GlobalCard,2023,11,56,140,True,62.38,BE,BE,Windows,rb2qmdSvo1u2w4Gg9t2Ayw,o9dM0080rST5LjsJGQR5AQ,tQ1_ucfBjb6AsUuDvSK5CQ,Ecommerce,4532,False,False,D,NL
34581725126,Rafa_AI,NexPay,2023,11,56,162,True,32.55,NL,NL,iOS,7BKPTEDviWZnR5yZmdh4WQ,wmwqMhKJKqA8_KasdWhUOA,CsEGnz2GUM-TGgCibx2XUA,Ecommerce,4236,False,False,E,NL
22741743732,Rafa_AI,GlobalCard,2023,0,35,132,True,74.53,IT,IT,Other,Dk7JENEUGcK-pdxI6FesMw,8n25mn1RXNztaQVa3zd97A,lPAHf8nFJf_fJe5QRFhYVA,Ecommerce,4916,False,True,G,NL
89331056613,Golfclub_Baron_Friso,GlobalCard,2023,12,32,269,True,222.47,SE,SE,Linux,ddwqi7xEjiKdxsEAPXc6lQ,-7aFjvgWxMeBnWfcl5XL5g,iDjKKRu3tL7gAVe7XsCbzw,Ecommerce,4916,True,False,G,IT
55804550608,Golfclub_Baron_Friso,NexPay,2023,11,30,97,False,120.62,GR,GR,Other,,q8dgAB5zLtnIIq3jzPerow,NKJ1G8TVoYmTaGvOsmwK4g,Ecommerce,4556,False,False,F,IT
24122652899,Golfclub_Baron_Friso,GlobalCard,2023,10,19,181,True,256.1,LU,LU,Linux,ZNGOasAU4okJe8KeyO7gYw,uVhikzWDOuMPnpfHLRsG1w,IfXl1kzlH2bnI01UCzpOkg,Ecommerce,4916,False,False,D,IT
46178200195,Golfclub_Baron_Friso,NexPay,2023,18,45,257,True,136.76,NL,NL,Other,lpjFC9cY-7_G0_dM3yitjA,JVjJ26xrvOE3uSHIynfc6g,myMopxbBiBfh91Be3Xzi7w,Ecommerce,4556,False,False,D,IT
41443232784,Crossfit_Hanna,GlobalCard,2023,9,26,99,True,33.29,BE,BE,Android,,uthiYx4J32FetjeXHl4mBw,5id-lzicjxiSXF1QsBBDGg,Ecommerce,4556,False,False,G,NL
39870199991,Golfclub_Baron_Friso,TransactPlus,2023,9,45,347,True,64.93,SE,SE,Android,wMOFCT6rHUAf7YsfgESEHA,T0W3tyLFm_Az1rjpCsRi9w,eicqWAUX4W2gQZpqGJ8XIg,Ecommerce,4133,False,False,D,IT
14326655057,Golfclub_Baron_Friso,GlobalCard,2023,6,47,175,True,11.0,NL,NL,Other,NqucH8wohxTbdV8l1ZB1bQ,jH4nknYvfmc4ez6C1weXdg,-UREjZHGRCURnjBJmf1-9A,POS,4556,False,False,A,IT
72204548795,Crossfit_Hanna,SwiftCharge,2023,14,8,354,True,146.64,SE,IT,MacOS,34HCsry8SSgKTUjlzPI9gQ,srwXFHNtO06dDvXcS8ePPA,WCd0fb9QHeUH7tMlxsdfPQ,Ecommerce,4236,False,True,G,NL
37307636905,Martinis_Fine_Steakhouse,GlobalCard,2023,8,55,190,True,36.71,SE,SE,iOS,,,sc2WwuU0oFGiyHE-zXnGxQ,Ecommerce,4802,False,False,D,FR
19005920964,Golfclub_Baron_Friso,SwiftCharge,2023,15,31,355,True,32.41,NL,NL,Other,,K1JFPW80CctwqQHNAVLZtA,8pammwAaV73-ijTqj04C4g,Ecommerce,4802,True,False,G,IT
31910632317,Crossfit_Hanna,TransactPlus,2023,2,51,262,True,66.39,FR,IT,Android,BS5NyUWr9_JiBXtbxLtiBQ,rzp2y3HaN0xTf_EhxLKxsA,d_pmt0V9u3vrVB1GwnpZwA,Ecommerce,4133,False,False,D,NL
85258799705,Golfclub_Baron_Friso,TransactPlus,2023,9,43,118,True,434.73,SE,SE,MacOS,khWMWgeu81UHZIRQcrI1fA,tXVPWNzQ125a4LGTpkakbA,tGnmkKxa32G7f45pS0xsdw,Ecommerce,4622,False,False,D,IT
14761476585,Crossfit_Hanna,NexPay,2023,16,27,333,True,68.85,LU,LU,Other,yKVqVJSUv9G3kAVMcwScaA,WRv1obRnXY8A3r-8Wc9WVQ,rMvG76o1chyHrczdvPDViA,Ecommerce,4920,False,False,D,NL
60907999506,Crossfit_Hanna,NexPay,2023,3,38,27,True,60.31,SE,SE,Android,HiRBWzs1oDOLDbXp3gTyHw,,kgkGDWnwZ2WLGh4lmO0FOg,POS,4532,False,False,C,NL
37708300557,Crossfit_Hanna,GlobalCard,2023,21,48,97,True,551.81,BE,BE,MacOS,,P8CvCY2L_76MWgdw-W-ygg,gsx-gYhNMLpP7NjZukJJOg,Ecommerce,4556,False,False,G,NL
85813870595,Crossfit_Hanna,GlobalCard,2023,12,57,301,True,166.75,NL,NL,Linux,dg0_nkBpbmAwT8BiWdjSjQ,WjtoldffZzxmFkt2j8vsUw,98YxMY9NNYahlkctGvgBHQ,Ecommerce,4571,True,False,G,NL
33007604360,Martinis_Fine_Steakhouse,GlobalCard,2023,23,34,294,False,82.38,FR,FR,Android,,,TXI_4an-nRVhwKvDHYD9AQ,Ecommerce,4532,False,False,F,FR
15212712363,Rafa_AI,GlobalCard,2023,16,10,166,True,42.11,SE,SE,MacOS,jWPW-X-51TRLzMxgyIkcqg,uTxjdjivoItfBLHugioouQ,hHiPot9HpGLE2zdwiP5JLg,Ecommerce,4916,False,True,G,NL
18135677583,Crossfit_Hanna,NexPay,2023,13,25,345,True,36.62,SE,NL,MacOS,_pggMK00B3MjJZqvcSTvPA,1HfyBpdKXAt2feDR58N0YA,z9m9nDjm6QeOOR7oHPlw4g,Ecommerce,4920,False,False,D,NL
70020523348,Belles_cookbook_store,GlobalCard,2023,21,34,267,True,82.71,BE,NL,MacOS,,l2kL4tK8Cvo30-SciE_JDw,QGLmu9B8EwaFK3pWiMi-hg,Ecommerce,4802,True,False,G,US
18977746371,Golfclub_Baron_Friso,GlobalCard,2023,6,21,263,False,110.28,IT,IT,iOS,,O6PaJFq0wAKMuFu8H8d2Cg,3IYr5b0KGGAVBsNi0wjA_w,Ecommerce,4916,False,False,F,IT
63188019863,Golfclub_Baron_Friso,NexPay,2023,13,15,265,True,251.61,NL,SE,MacOS,uSGdfpeAV0wcz9qLRofy4Q,rWOZQ-Tf-31iwo0BPKufCw,FcYh2vxekWs4y3QjqHVtdg,Ecommerce,4532,False,False,D,IT
28148993454,Crossfit_Hanna,NexPay,2023,16,40,172,False,41.5,IT,IT,Linux,0d0X6C1nDKSlzDOi06kxwA,jrrmSvNU2qUXacd_lb_3lQ,2RS_nKovxpQ1cjm21BRUvg,Ecommerce,4017,False,False,F,NL
19623797477,Rafa_AI,SwiftCharge,2023,1,27,233,True,12.62,IT,IT,Windows,I2XKwzBkjYVY8gjfxN176Q,iFwZ4fUKYrv7tgXiVkMK0w,MO4tAWafwlxwln8nmMvcyw,Ecommerce,4916,False,False,E,NL
63214852715,Crossfit_Hanna,GlobalCard,2023,13,31,146,True,58.5,BE,BE,Other,g1O3M3RiKYlLZc-slVpi1w,LQSL9_Q53ULIO3Yhs5xrsA,HEmI2qdpx62DlH8WFmwvkA,Ecommerce,4556,False,False,D,NL
33362533421,Golfclub_Baron_Friso,TransactPlus,2023,10,51,136,True,40.95,BE,BE,Linux,i8sMzTMjAv694bK390HSzQ,-GOKANWYi8bn43FQz6f2Cg,OeBQtZCIY916jYsSF9vuVQ,Ecommerce,4571,False,False,D,IT
21599056146,Rafa_AI,TransactPlus,2023,21,22,307,True,26.45,NL,NL,MacOS,C5h46v13_lRLF3N8u3ThKQ,DcYQWtKdbv4qQyTadsc1Ug,Mb9ZoOOcDq2wgwulvp1zkA,Ecommerce,4236,False,False,E,NL
73545959238,Martinis_Fine_Steakhouse,NexPay,2023,0,27,339,True,43.44,GR,GR,iOS,8P2YAJq7Ha5HNEk_pMcHzQ,,UK93ICZrHeyYGVMVNG4uKQ,Ecommerce,4556,False,False,D,FR
